SNo.,Investor Name,Domain Name,Overview,Founded Year,Country,State,City,Description,Investor Type,Practice Areas,Feed Name,Business Models,Investment Score,Website,LinkedIn,Twitter
5265,Momentum Partners,momentumpartners.no,Venture capital firm focused on multiple sectors,2013,Norway,Vestland,Bergen,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,61.98851176335001,https://momentumpartners.no,https://linkedin.com/company/momentum-partners-as,
5267,Kendall Court,kendallcourt.com,Private equity & debt fund focused on multiple sectors,2004,Singapore,Singapore,Singapore,,Institutional Investor,Investment Industry,"Private Equity Funds,; Private Debt Funds","Private Equity Funds > Growth Equity,; Private Debt Funds > Loans and Mezzanine Financing",60.96810489415,https://kendallcourt.com,,
5271,XR Invest,xr-invest.com,Investment firm focused on early-stage start-ups,2016,Switzerland,Canton of Zug,Zug,Investment firm focused on early-stage start-ups. It focused on the medtech and digital health industries.,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,65.60769814305002,https://www.xr-invest.com/,,
5273,Natural Ventures,natural.ventures,Investor providing capital and expertise to technology companies focused on security,2021,"United Arab Emirates,; Netherlands","Abu Dhabi,; South Holland","Abu Dhabi,; The Hague","Investor providing capital and expertise to technology companies focused on security. The firm commits to supporting companies by offering access to industry experts and leadership. It focuses on accelerating the transformation to a sustainable, healthy, and economic supply of resources. The firm invests in scalable technologies with commercial traction that deliver a meaningful impact.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,47.282952887200004,https://natural.ventures,https://linkedin.com/company/naturalventures,
5275,Ci:z Investment,cizinvestment.com,Venture capital firm investing in multiple sectors,,Japan,Tokyo,Tokyo,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,81.90230268,http://cizinvestment.com,,
5279,Eudemian Ventures,eudemian.vc,Venture capital fund focused on software startups,2018,"United States,; Germany","California,; Bavaria","San Francisco,; Munich",,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,52.529294294699994,https://www.eudemian.vc/,https://linkedin.com/company/eudemian-ventures-llc,
5287,Orange Growth Capital,ogc-partners.com,"Early-stage centric tech-focused VC firm investing primarily in Europe, the Middle East and Asia",2013,Netherlands,North Holland,Amsterdam,"Orange Growth Capital is an early-stage venture capital investment company. Geographies of interest include Europe, the Middle East and Asia. Finances companies engaged in tech companies specializing in areas like Fintech. Notable investments include Fixico, Knip, Zopa, Cermati.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,50.436639776300005,https://ogc-partners.com,,
5293,ETF Partners,etfpartners.capital,Early-stage centric tech and energy focused VC firm,2006,United Kingdom,England,London,"Early-stage centric tech and energy focused VC firm. It makes investments in territories. It invests in tech and energy companies specializing in Smart Cities, 3D Printing, Smart Grid, Renewables.",Institutional Investor,Investment Industry,"Venture Capital Funds,; Green Funds","Venture Capital Funds > Independent Funds > Conventional VCs > Climate Tech Startups,; Green Funds > Venture Capital Funds > Independent Funds > Conventional VCs > Climate Tech Startups",80.00465092905,https://etfpartners.capital,https://linkedin.com/company/environmental-technologies-fund---etf,http://twitter.com/etf_partners
5294,Payhawk,payhawk.com,Provider of spend management platform with AI-powered automation and control,2018,Bulgaria,Sofia City Province,Sofia,"Provider of spend management platform with AI-powered automation and control. The platform offers tools for managing corporate cards, business accounts, payments, and expenses. It facilitates accounts payable automation, business travel management, and multi-entity management. The platform provides integrations and an API for connecting with other finance tools.",Corporate Investor,"Enterprise Applications,; Travel and Hospitality Tech,; Consumer,; FinTech","HRTech,; Online Travel,; Payments,; Finance & Accounting Tech","HRTech > Employee Benefits > Travel Benefits,; Online Travel > Corporate Travel > Expense Management,; Payments > Business Payments > Mass Payouts > Diversified,; Finance & Accounting Tech > Accounting Solutions > Record to Report > Treasury Management",25.107986500800003,https://payhawk.com/en-us,https://linkedin.com/company/payhawk,https://twitter.com/payhawkcom
5295,Akastor,akastor.com,PE firm investing in Norway,2014,Norway,Akershus,Lysaker,,Institutional Investor,Investment Industry,Private Equity Funds,Private Equity Funds > Growth Equity,66.77391584450001,https://akastor.com,https://linkedin.com/company/akastor-asa,http://twitter.com/akastorasa
5297,6G Digital Sweden,6gdigital.cloud,Cross-border remittance solution for businesses,2017,Sweden,Stockholm County,Stockholm,"Cross-border remittance solution for businesses. Cloud-based integrated digital ecosystem, deploying next generation solutions, empowering emerging markets governments to transform their analogue economy into a leading-edge digital economy. Solutions are components based on proven technology and ready to deploy.",Corporate Investor,FinTech,Digital Remittance,Digital Remittance > Internet First Platforms > B2B Remittance,26.637309108600004,https://6gdigital.cloud,https://linkedin.com/company/6g-digital-sweden-ab,
5298,SPDG Ventures,spdg.be,Diversified Portfolio management firm,1977,Belgium,Brussels,Brussels,,Corporate Investor,Financial Services,Asset Management,Asset Management > Portfolio Management,69.85257083690001,https://www.spdg.be/,https://linkedin.com/company/spdg-soci%C3%A9t%C3%A9-anonyme-de-participation-et-de-gestion,
5303,Jasrag Investments,jasraginvestments.vdtrxn,Private equity firm focused on multiple sectors,,"Jersey,; United Kingdom","St Helier,; British Virgin Islands","Saint Helier,; Tortola",,Institutional Investor,Investment Industry,Private Equity Funds,Private Equity Funds > Growth Equity,20.6102838834,,,
5305,Aston Ventures,astonventures.com,Early-stage tech-focused VC investment company funding companies in Europe,1998,United Kingdom,England,London,"Aston Ventures is an early-stage focused Venture Capital firm. Makes investments in territories such as Europe. Generally invests in tech companies in sectors like Online Retail. Notable investments include Threads, Ve, WeShop.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,72.2688455291,http://astonventures.com,https://linkedin.com/company/aston-ventures,
5306,Novabit Capital,novabit.me,Venture capital fund investing in early-stage web3 startups,2021,Singapore,Singapore,Singapore,Venture capital fund investing in early-stage web3 startups. Tech-driven investment firm focused on investing in emerging blockchain and crypto startups.,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs > Blockchain Startups,42.293395557699995,http://novabit.me,https://linkedin.com/company/novabit-capital,https://twitter.com/novabitcapital
5308,i2i Ventures,i2iventures.com,Venture capital firm investing in early-stage tech startups,2019,Pakistan,Sindh,Karachi,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,55.270571302700006,https://www.i2iventures.com/,https://linkedin.com/company/i2i-ventures,https://twitter.com/i2i_ventures
5310,Alois,alois.ventures,Venture capital fund investing in early-stage tech startups,2019,Singapore,Singapore,Singapore,"Venture capital fund investing in early-stage tech startups. Prefers investing in seed-stage, early-stage, and later-stage companies across multiple sectors.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,38.8722431257,http://www.alois.ventures/,,
5311,Stratos Ventures Fund,stratosventures.com,Early-stage centric tech & offline focused VC firm investing primarily in Europe,2000,Finland,Uusimaa,Helsinki,"Stratos Ventures Fund is an early-stage focused venture capital investment company. Makes investments in territories such as Europe. Typically invests in tech and offline companies focused on sectors like Manufacturing, Communication Technology and Software. Top investments include CRF Health, Riot Entertainment.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,52.630352670300006,http://stratosventures.com,,
5312,AC Ventures,ac-venture.com,Investment bank & VC firm investing in early-stage Turkish startups,2011,Turkey,Istanbul,Istanbul,,Institutional Investor,Investment Industry,"Venture Capital Funds,; Investment Banks","Venture Capital Funds > Independent Funds > Conventional VCs,; Investment Banks > IBs",66.6247148723,https://ac-venture.com,https://linkedin.com/company/ac-ventures,
5314,Bitgert,bitgert.com,Blockchain network for multiple crypto services,2021,Iceland,,,"Blockchain network for multiple crypto services. The platform offers staking solutions, a marketplace for NFTs, smart contracts, and an app-based wallet to store, send, and receive crypto which is available on both Android and iOS devices.",Corporate Investor,"Blockchain Technology,; FinTech,; High Tech","Blockchain Infrastructure,; Cryptocurrencies","Blockchain Infrastructure > Blockchain Network,; Cryptocurrencies > Financial Services > Diversified",32.5237494184,https://bitgert.com,,https://twitter.com/bitgertbrise
5316,Longevity Venture Partners,longevityventurepartners.com,"Venture capital firm focused on silvertech, healthcare, and wellness sectors",2020,"Israel,; United States","Jerusalem District,; Ohio","Jerusalem,; Blue Ash",,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,43.8211490034,https://www.longevityventurepartners.com/,https://linkedin.com/company/longevity-venture-partners,
5317,IT Park Ventures,itparkventures.uz,Early-stage investment and acceleration programs for technology startups,2024,Uzbekistan,Tashkent Region,Tashkent,"Early-stage investment and acceleration programs for technology startups. It supports startups through an ecosystem designed for growth and talent acquisition. The focus is on early-stage technology startups with potential for global markets. A tailored acceleration program includes product testing, refinement, infrastructure, office space, training, and marketing support. Regular pitch and dealflow sessions are offered. Mentorship in business development, legal support, and public relations are also available.",Institutional Investor,Investment Industry,"Venture Capital Funds,; Accelerators & Incubators","Venture Capital Funds > Independent Funds > Conventional VCs,; Accelerators & Incubators > Sector Agnostic",30.798867629600004,https://itparkventures.uz/en,,
5319,Larnabel Ventures,larnabel.vc,Independent VC firm fomed by the Gutseriev family,2016,Cyprus,Nicosia,Nicosia,Larnabel Ventures is an independent VC firm formed by the Gutseriev family. They make investments focused on the information technology sector.,Institutional Investor,Investment Industry,"Venture Capital Funds,; Single Family Offices","Venture Capital Funds > Captive Funds > Single Family Offices,; Single Family Offices > SFOs",56.772870922100005,https://larnabel.vc,https://linkedin.com/company/larnabel-ventures,
5322,Ladies Investment Club,licvc.com,Venture capital firm investing in female-founded startups,2017,Singapore,Singapore,Singapore,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,15.977588607800001,http://licvc.com,https://linkedin.com/company/licvc,
5323,NikVentures,nikventures.ir,Venture capital firm focused on startups,,Iran,Tehran Province,Tehran,Venture capital firm focused on startups. It also offers innovation consulting services.,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,7.158824426400001,http://www.nikventures.ir,https://linkedin.com/company/75498228,
5325,Nordic Eye,nordiceye.com,Early & growth stage VC firm investing in the US & France,2016,Denmark,Capital Region of Denmark,Copenhagen,"Nordic Eye is an early & growth stage venture capital firm investing in the US & France. It invests across multiple sectors engaged in the areas such as Security, AI, Robotics, FinTech, EdTech, Diagnostics, HealthTech, CleanTech, Nuclear Energy, Retail, Sport, Food. Notable portfolio companies include WebLife, Jellynote, Tattoodo, Boatsetter, Compare Asia Group.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,64.4896962251,http://nordiceye.com,https://linkedin.com/company/nordic-eye,
5327,Blockcapital Fund,blockcapital.fund,Platform providing tools for finding expired and expiring domain names,2014,United Arab Emirates,Dubai,Dubai,"Platform providing tools for finding expired and expiring domain names. It aggregates domain data from numerous top-level domains, presenting it in a searchable format. The platform offers filters for SEO authority, traffic, and brand potential. It connects users to external registrars for domain registration. Domain data is updated daily with current listings and metrics.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,61.249036307000004,http://blockcapital.fund,https://linkedin.com/company/blockcapitalfund,
5329,AG Capital,agcapital.at,Private equity fund focused on medium-sized businesses,,Austria,Vienna,Vienna,,Institutional Investor,Investment Industry,Private Equity Funds,Private Equity Funds > Buyout Funds,11.6432384498,https://www.agcapital.at/,https://linkedin.com/company/a-g-capital,
5333,Aarden Partners,aardenpartners.vdtrxn,Venture capital firm focused on multiple sectors,2020,South Korea,Seoul,Seoul,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,54.71516318370001,,,
